nome,indirizzo,href,rating_globale,n_valutazioni,n_aree,aree_specialistiche,rating_dimensioni_json,rating_per_area_json
Ospedale Carlo Ondoli di Angera - ASST Sette Laghi,"Via Bordini, 9 - 21021
Angera (VA)",https://www.micuro.it/strutture/ospedale-carlo-ondoli,5.0,3.0,14,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Fisiopatologia della Riproduzione - PMA, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pronto soccorso, Radiologia e Diagnostica per Immagini","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Ortopedia e Traumatologia"": 5.0}"
Ospedale dei Bambini di Brescia - ASST Spedali Civili,"Via del Medolo, 2 - 25123
Brescia (BS)",https://www.micuro.it/strutture/ospedale-dei-bambini,5.0,2.0,15,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Pediatrica, Immunologia, Neonatologia, Neuropsichiatria Infantile, Oncoematologia Pediatrica, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Pronto soccorso pediatrico, Radiologia e Diagnostica per Immagini","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Neuropsichiatria Infantile"": 5.0}"
Ospedale Filippo del Ponte di Varese - ASST Sette Laghi,"Via Filippo del Ponte, 19 - 21100
Varese (VA)",https://www.micuro.it/strutture/ospedale-filippo-del-ponte,5.0,2.0,14,"Cardiologia, Chirurgia Generale, Fisiopatologia della Riproduzione - PMA, Ginecologia, Neonatologia, Neuropsichiatria Infantile, Odontoiatria e Stomatologia, Ostetricia, Pediatria, Pronto soccorso pediatrico, Radiologia e Diagnostica per Immagini, Servizi Territoriali, Terapia Intensiva Neonatale, Urologia Pediatrica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Ginecologia"": 5.0, ""Neonatologia"": 5.0, ""Neuropsichiatria Infantile"": 5.0, ""Pediatria"": 5.0, ""Pronto soccorso pediatrico"": 5.0, ""Terapia Intensiva Neonatale"": 5.0}"
IRCCS Maugeri Lumezzane,"Via Giuseppe Mazzini, 129 - 25065
Lumezzane (BS)",https://www.micuro.it/strutture/istituto-scientifico-di-lumezzane,5.0,1.0,27,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Check Up, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Nefrologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}",{}
Ospedale di Seregno - ASST Brianza,"Via Verdi, 2 - 20831
Seregno (MB)",https://www.micuro.it/strutture/ospedale-di-seregno,5.0,1.0,7,"Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0}",{}
Presidio Ospedaliero di Gardone Val Trompia - ASST Spedali Civili,"Via Papa Giovanni XXIII, 4 - 25063
Gardone Val Trompia (BS)",https://www.micuro.it/strutture/presidio-ospedaliero-di-gardone-val-trompia,5.0,1.0,17,"Cardiologia, Chirurgia Generale, Dermatologia, Ematologia e Immunoematologia, Ginecologia, Medicina Interna - Generale, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Ortopedica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0}","{""Cardiologia"": 5.0}"
Ospedale Policlinico San Matteo di Pavia,"Viale Camillo Golgi, 19 - 27100
Pavia (PV)",https://www.micuro.it/strutture/ospedale-policlinico-san-matteo,4.9,14.0,59,"Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Pediatrica, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Emodialisi, Endocrinologia e Diabetologia, Farmacologia Clinica, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Ginecologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncoematologia, Oncoematologia Pediatrica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pensionanti, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso oftalmico, Pronto soccorso pediatrico, Radiologia e Diagnostica per Immagini, Radioterapia, Radioterapia Oncologica, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Terapia Intensiva, Terapia Intensiva Neonatale, Tossicologia, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.9, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.9, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 4.9, ""Chiarezza delle informazioni mediche ricevute"": 4.9, ""Chiarezza delle informazioni amministrative e organizzative"": 4.9, ""Qualità dei pasti"": 4.5, ""Gestione delle visite dei parenti"": 4.8}","{""Cardiologia"": 5.0, ""Chirurgia Pediatrica"": 5.0, ""Chirurgia Toracica"": 5.0, ""Ematologia e Immunoematologia"": 5.0, ""Farmacologia Clinica"": 5.0, ""Malattie Infettive e Tropicali"": 5.0, ""Neurologia d'urgenza e Stroke Unit"": 1.0, ""Odontoiatria e Stomatologia"": 5.0, ""Oncoematologia"": 5.0, ""Oncoematologia Pediatrica"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Ostetricia"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pediatria"": 5.0, ""Pneumologia"": 5.0, ""Pronto soccorso"": 5.0, ""Pronto soccorso pediatrico"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Radioterapia Oncologica"": 5.0, ""Terapia Intensiva"": 5.0}"
Ospedale Treviglio - Caravaggio - ASST Bergamo Ovest,"Piazzale Ospedale, 1 - 24047
Treviglio (BG)",https://www.micuro.it/strutture/ospedale-treviglio-caravaggio,4.9,9.0,34,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.9, ""Chiarezza delle informazioni amministrative e organizzative"": 4.9, ""Qualità dei pasti"": 4.4, ""Gestione delle visite dei parenti"": 5.0}","{""Cardiologia"": 5.0, ""Cure Palliative - Hospice"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pediatria"": 5.0, ""Senologia"": 5.0}"
Ospedale di Sondalo - ASST Valtellina e Alto Lario,"Via Zubiani, 33 - 23035
Sondalo (SO)",https://www.micuro.it/strutture/ospedale-di-sondalo,4.9,5.0,33,"Allergologia, Anatomia Patologica, Cardiologia, Chirurgia Generale, Chirurgia Toracica, Chirurgia Vascolare, Cure Palliative - Hospice, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina del Lavoro, Medicina Interna - Generale, Medicina Sportiva, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.8, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.8, ""Qualità dei pasti"": 4.8, ""Gestione delle visite dei parenti"": 5.0}","{""Chirurgia Toracica"": 5.0, ""Oncologia"": 5.0, ""Pneumologia"": 5.0, ""Pronto soccorso"": 5.0, ""Riabilitazione Neurologica"": 5.0}"
Ospedale Oglio Po di Casalmaggiore - ASST Cremona,"Via Staffolo, 51 - Vicomoscano - 26041
Casalmaggiore (CR)",https://www.micuro.it/strutture/ospedale-oglio-po,4.9,5.0,21,"Cardiologia, Chirurgia Generale, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Senologia, Servizi Territoriali, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.2, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Cardiologia"": 5.0}"
Ospedale Civile la Memoria di Gavardo - ASST Garda,"Via Andrea Gosa, 74 - 25085
Gavardo (BS)",https://www.micuro.it/strutture/ospedale-civile-la-memoria,4.9,4.0,26,"Allergologia, Anatomia Patologica, Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Servizi Territoriali, Unità Coronarica - Unità Intensiva Cardiologica","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.8, ""Qualità dei pasti"": 4.3, ""Gestione delle visite dei parenti"": 5.0}","{""Chirurgia Generale"": 5.0, ""Cure Palliative - Hospice"": 5.0, ""Ortopedia e Traumatologia"": 5.0}"
Ospedale Macedonio Melloni di Milano - ASST Fatebenefratelli Sacco,"Via Macedonio Melloni, 52 - 20129
Milano (MI)",https://www.micuro.it/strutture/ospedale-macedonio-melloni,4.9,3.0,14,"Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Ginecologia, Medicina Interna - Generale, Neonatologia, Oncologia, Ostetricia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Senologia, Terapia Intensiva Neonatale","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.5}","{""Radiologia e Diagnostica per Immagini"": 5.0}"
Ospedale Carlo Mira di Casorate Primo - ASST Pavia,"Via dall'Orto, 99 - 27022
Casorate Primo (PV)",https://www.micuro.it/strutture/ospedale-carlo-mira,4.9,2.0,15,"Analisi di Laboratorio, Cardiologia, Dermatologia, Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Pneumologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Servizi Territoriali, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Cardiologia"": 5.0, ""Pneumologia"": 5.0}"
Ospedale Civile Destra Secchia di Pieve di Coriano - ASST Mantova,"Via Bugatte, 1 - 46020
Pieve di Coriano (MN)",https://www.micuro.it/strutture/ospedale-civile-destra-secchia,4.9,2.0,25,"Cardiologia, Chirurgia Generale, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Medicina del Lavoro, Medicina Interna - Generale, Neurologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Neurologica, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 4.5, ""Disponibilità e gentilezza del personale medico"": 4.5, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}",{}
Ospedale Bolognini di Seriate - ASST Bergamo Est,"Via Paderno, 21 - 24068
Seriate (BG)",https://www.micuro.it/strutture/ospedale-bolognini,4.8,45.0,30,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.9, ""Qualità dell'ospitalità e della struttura"": 4.8, ""Disponibilità e gentilezza del personale medico"": 4.8, ""Disponibilità e gentilezza del personale non medico"": 4.8, ""Chiarezza delle informazioni mediche ricevute"": 4.7, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 4.6, ""Gestione delle visite dei parenti"": 4.8}","{""Chirurgia Generale"": 5.0, ""Dermatologia"": 1.0, ""Endocrinologia e Diabetologia"": 5.0, ""Ginecologia"": 5.0, ""Oncologia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Senologia"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}"
Ospedale di Cremona - ASST Cremona,"Viale Concordia, 1 - 26100
Cremona (CR)",https://www.micuro.it/strutture/ospedale-di-cremona,4.8,7.0,49,"Allergologia, Anatomia Patologica, Astanteria - Degenza Breve, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Emodialisi, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Ginecologia, Malattie Infettive e Tropicali, Medicina dei Trapianti, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Medicina Sportiva, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.6, ""Pulizia"": 4.6, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 4.7, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 4.4, ""Gestione delle visite dei parenti"": 4.4}","{""Chirurgia Generale"": 5.0, ""Medicina Interna - Generale"": 5.0, ""Neurochirurgia"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Pediatria"": 5.0}"
Auxologico San Luca di Milano,"Piazzale Brescia, 20 - 20149
Milano (MI)",https://www.micuro.it/strutture/istituto-scientifico-san-luca-istituto-auxologico-italiano,4.8,6.0,50,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Genetica, Geriatria, Ginecologia, Immunologia, Lungodegenti, Malattie Infettive e Tropicali, Medicina del Lavoro, Medicina Interna - Generale, Medicina Sportiva, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso cardiologico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi domiciliari, Servizi Territoriali, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.6, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 4.8, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 5.0, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 4.8}","{""Cardiologia"": 5.0, ""Endocrinologia e Diabetologia"": 5.0, ""Neurologia"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}"
Ospedale Pio XI di Desio - ASST Brianza,"Via Giuseppe Mazzini, 1 - 20832
Desio (MB)",https://www.micuro.it/strutture/ospedale-di-circolo-desio,4.8,6.0,31,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Cardiologia, Chirurgia Generale, Dermatologia, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina del Lavoro, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 4.8, ""Pulizia"": 4.8, ""Rispetto della privacy"": 4.7, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 4.8, ""Chiarezza delle informazioni amministrative e organizzative"": 4.7, ""Qualità dei pasti"": 4.6, ""Gestione delle visite dei parenti"": 4.8}","{""Allergologia"": 5.0, ""Oncologia"": 5.0}"
Presidio Ospedaliero Alessandro Manzoni di Lecco - ASST Lecco,"Via dell'Eremo, 9/11 - 23900
Lecco (LC)",https://www.micuro.it/strutture/presidio-ospedaliero-alessandro-manzoni,4.8,5.0,43,"Anatomia Patologica, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 5.0, ""Rispetto della privacy"": 4.2, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.2, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}","{""Ortopedia e Traumatologia"": 5.0, ""Terapia Intensiva Neonatale"": 5.0}"
IRCCS Maugeri Pavia,"Via Salvatore Maugeri, 10 - 27100
Pavia (PV)",https://www.micuro.it/strutture/istituto-scientifico-di-pavia-fondazione-maugeri,4.8,3.0,44,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Cure Palliative - Hospice, Dermatologia, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Gastroenterologia, Genetica, Geriatria, Ginecologia, Immunologia, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Oncologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 5.0, ""Pulizia"": 4.3, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 5.0, ""Disponibilità e gentilezza del personale medico"": 5.0, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.3, ""Qualità dei pasti"": 5.0, ""Gestione delle visite dei parenti"": 5.0}",{}
