nome,indirizzo,href,rating_globale,n_valutazioni,n_aree,aree_specialistiche,rating_dimensioni_json,rating_per_area_json
Ospedale di Asola - ASST Mantova,"Piazza Ottantesimo Fanteria, 1 - 46041
Asola (MN)",https://www.micuro.it/strutture/ospedale-di-asola,3.4,2.0,20,"Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Medicina del Lavoro, Medicina Interna - Generale, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 1.0, ""Pulizia"": 4.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.5, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Gestione delle visite dei parenti"": 2.0}","{""Ostetricia"": 1.0}"
Azienda Ospedaliera Mellino Mellini di Chiari - ASST Franciacorta,"Viale Mazzini, 4 - 25032
Chiari (BS)",https://www.micuro.it/strutture/azienda-ospedaliera-mellino-mellini-chiari,3.3,11.0,30,"Analisi di Laboratorio, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dermatologia, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.1, ""Pulizia"": 3.4, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.4, ""Disponibilità e gentilezza del personale non medico"": 3.7, ""Chiarezza delle informazioni mediche ricevute"": 3.6, ""Chiarezza delle informazioni amministrative e organizzative"": 3.1, ""Qualità dei pasti"": 3.2, ""Gestione delle visite dei parenti"": 3.0}","{""Cardiologia"": 5.0, ""Ginecologia"": 5.0, ""Oculistica"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pediatria"": 1.0, ""Pronto soccorso"": 1.0, ""Reumatologia"": 5.0}"
Ospedale di Erba - Lifenet Healthcare,"Via Fatebenefratelli, 20 - 22036
Erba (CO)",https://www.micuro.it/strutture/ospedale-sacra-famiglia-fatebenefratelli,3.3,5.0,29,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurochirurgia, Neurologia, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso pediatrico, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.5, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.7, ""Disponibilità e gentilezza del personale medico"": 4.0, ""Disponibilità e gentilezza del personale non medico"": 2.6, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 2.6, ""Qualità dei pasti"": 2.7, ""Gestione delle visite dei parenti"": 3.3}",{}
Ospedale Civile di Voghera - ASST Pavia,"Via Volturno, 14 - 27058
Voghera (PV)",https://www.micuro.it/strutture/ospedale-civile-di-voghera,3.2,5.0,31,"Analisi di Laboratorio, Anatomia Patologica, Cardiologia, Chirurgia Generale, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.3, ""Pulizia"": 4.3, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.7, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 2.6, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.3}","{""Ortopedia e Traumatologia"": 5.0, ""Pronto soccorso"": 1.0}"
Ospedale di Vimercate - ASST Brianza,"Via Santi Cosma e Damiano, 10 - 20871
Vimercate (MB)",https://www.micuro.it/strutture/ospedale-civile-di-vimercate,3.1,6.0,36,"Anatomia Patologica, Angiologia, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.2, ""Rispetto della privacy"": 3.0, ""Qualità dell'ospitalità e della struttura"": 2.8, ""Disponibilità e gentilezza del personale medico"": 3.7, ""Disponibilità e gentilezza del personale non medico"": 2.5, ""Chiarezza delle informazioni mediche ricevute"": 3.3, ""Chiarezza delle informazioni amministrative e organizzative"": 2.5, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.7}","{""Ematologia e Immunoematologia"": 5.0, ""Ginecologia"": 3.0, ""Pronto soccorso"": 1.0, ""Pronto soccorso pediatrico"": 4.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0}"
Ospedale di Tradate - ASST Sette Laghi,"Piazza Angelo Zanaboni, 1 - 21049
Tradate (VA)",https://www.micuro.it/strutture/ospedale-di-tradate,3.1,4.0,22,"Cardiologia, Chirurgia Generale, Dermatologia, Dietologia e Nutrizione Clinica, Emodialisi, Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurologia, Oculistica, Oncologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Ortopedica, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.3, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 2.3, ""Disponibilità e gentilezza del personale non medico"": 3.0, ""Chiarezza delle informazioni mediche ricevute"": 2.7, ""Chiarezza delle informazioni amministrative e organizzative"": 2.7, ""Qualità dei pasti"": 3.3, ""Gestione delle visite dei parenti"": 3.0}","{""Ginecologia"": 5.0, ""Neurologia"": 5.0}"
Auxologico Ariosto di Milano,"Via Ludovico Ariosto, 13 - 20145
Milano (MI)",https://www.micuro.it/strutture/istituto-scientifico-san-michele-istituto-auxologico-italiano,3.1,2.0,45,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Genetica, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina del Lavoro, Medicina Interna - Generale, Medicina Sportiva, Nefrologia, Neonatologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi domiciliari, Servizi Territoriali, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.5, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 1.5, ""Disponibilità e gentilezza del personale non medico"": 5.0, ""Chiarezza delle informazioni mediche ricevute"": 1.0, ""Chiarezza delle informazioni amministrative e organizzative"": 4.5}",{}
Ospedale Carlo Poma di Mantova - ASST Mantova,"Strada Lago Paiolo, 10 - 46100
Mantova (MN)",https://www.micuro.it/strutture/ospedale-di-mantova-carlo-poma,3.0,17.0,48,"Analisi di Laboratorio, Cardiochirurgia, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Geriatria, Ginecologia, Immunologia, Malattie Infettive e Tropicali, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.9, ""Pulizia"": 3.1, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 2.9, ""Disponibilità e gentilezza del personale medico"": 2.9, ""Disponibilità e gentilezza del personale non medico"": 3.1, ""Chiarezza delle informazioni mediche ricevute"": 2.7, ""Chiarezza delle informazioni amministrative e organizzative"": 2.9, ""Qualità dei pasti"": 2.4, ""Gestione delle visite dei parenti"": 2.6}","{""Cardiochirurgia"": 5.0, ""Cardiologia"": 5.0, ""Chirurgia Maxillo Facciale"": 1.0, ""Chirurgia Toracica"": 5.0, ""Medicina Interna - Generale"": 5.0, ""Medicina Nucleare"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Pediatria"": 1.0, ""Pneumologia"": 4.0, ""Pronto soccorso"": 1.0, ""Pronto soccorso pediatrico"": 5.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Terapia Intensiva"": 5.0, ""Unità Coronarica - Unità Intensiva Cardiologica"": 5.0, ""Urologia e Andrologia"": 5.0}"
IRCCS Maugeri Milano,"Via Camaldoli, 64 - 20138
Milano (MI)",https://www.micuro.it/strutture/istituto-scientifico-di-milano,3.0,6.0,34,"Allergologia, Analisi di Laboratorio, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Medicina Interna - Generale, Nefrologia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Oncologica, Riabilitazione Ortopedica, Servizi Territoriali, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.7, ""Pulizia"": 3.2, ""Rispetto della privacy"": 3.0, ""Qualità dell'ospitalità e della struttura"": 3.2, ""Disponibilità e gentilezza del personale medico"": 3.0, ""Disponibilità e gentilezza del personale non medico"": 3.2, ""Chiarezza delle informazioni mediche ricevute"": 3.2, ""Chiarezza delle informazioni amministrative e organizzative"": 3.3, ""Qualità dei pasti"": 2.4, ""Gestione delle visite dei parenti"": 3.0}","{""Cardiologia"": 1.0}"
Ospedale C. Cantù - ASST Ovest Milanese,"Piazza Mussi, 1 - 20081
Abbiategrasso (MI)",https://www.micuro.it/strutture/ospedale-c-cantu,3.0,6.0,9,"Endocrinologia e Diabetologia, Ginecologia, Medicina Interna - Generale, Neuropsichiatria Infantile, Oculistica, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini","{""Da consigliare a parenti e amici"": 2.8, ""Pulizia"": 4.2, ""Rispetto della privacy"": 3.2, ""Qualità dell'ospitalità e della struttura"": 2.8, ""Disponibilità e gentilezza del personale medico"": 3.4, ""Disponibilità e gentilezza del personale non medico"": 3.2, ""Chiarezza delle informazioni mediche ricevute"": 2.8, ""Chiarezza delle informazioni amministrative e organizzative"": 2.8, ""Qualità dei pasti"": 1.3, ""Gestione delle visite dei parenti"": 2.0}","{""Oculistica"": 1.0, ""Pronto soccorso"": 5.0, ""Psichiatria e Psicologia"": 1.0, ""Radiologia e Diagnostica per Immagini"": 4.0}"
Ospedale Civile di Legnano - ASST Ovest Milanese,"Via Papa Giovanni Paolo II - 20025
Legnano (MI)",https://www.micuro.it/strutture/ospedale-civile-legnano,2.9,22.0,33,"Allergologia, Anatomia Patologica, Cardiologia, Chirurgia Maxillo Facciale, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ostetricia, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Urologia e Andrologia, Urologia Pediatrica","{""Da consigliare a parenti e amici"": 2.6, ""Pulizia"": 4.1, ""Rispetto della privacy"": 3.4, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 2.7, ""Disponibilità e gentilezza del personale non medico"": 3.1, ""Chiarezza delle informazioni mediche ricevute"": 2.5, ""Chiarezza delle informazioni amministrative e organizzative"": 2.3, ""Qualità dei pasti"": 2.5, ""Gestione delle visite dei parenti"": 2.5}","{""Nefrologia"": 5.0, ""Neurochirurgia"": 3.7, ""Ostetricia"": 3.0, ""Pronto soccorso"": 1.0}"
Ospedale Fatebenefratelli e Oftalmico di Milano - ASST Fatebenefratelli Sacco,"Corso di Porta Nuova, 23 - 20121
Milano (MI)",https://www.micuro.it/strutture/presidio-ospedaliero-fatebenefratelli-e-oftalmico,2.9,12.0,37,"Anatomia Patologica, Astanteria - Degenza Breve, Cardiologia, Chirurgia Generale, Chirurgia Plastica e Medicina Estetica, Chirurgia Vascolare, Cure Palliative - Hospice, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Emodialisi, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Medicina Interna - Generale, Nefrologia, Neurochirurgia, Neurologia, Neuropsichiatria Infantile, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso oftalmico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.9, ""Pulizia"": 2.9, ""Rispetto della privacy"": 3.2, ""Qualità dell'ospitalità e della struttura"": 2.7, ""Disponibilità e gentilezza del personale medico"": 3.1, ""Disponibilità e gentilezza del personale non medico"": 2.8, ""Chiarezza delle informazioni mediche ricevute"": 3.1, ""Chiarezza delle informazioni amministrative e organizzative"": 2.9, ""Qualità dei pasti"": 2.4, ""Gestione delle visite dei parenti"": 3.0}","{""Cure Palliative - Hospice"": 2.5, ""Medicina Interna - Generale"": 5.0, ""Pneumologia"": 5.0, ""Pronto soccorso oftalmico"": 2.7}"
Ospedale Sant'Antonio Abate di Cantù - ASST Lariana,"Via Domea, 4 - 22063
Cantù (CO)",https://www.micuro.it/strutture/ospedale-sant-antonio-abate-cantu,2.9,3.0,26,"Cardiologia, Chirurgia Generale, Dermatologia, Dietologia e Nutrizione Clinica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Geriatria, Ginecologia, Medicina Interna - Generale, Neonatologia, Neurologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.3, ""Rispetto della privacy"": 2.7, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.7, ""Disponibilità e gentilezza del personale non medico"": 3.3, ""Chiarezza delle informazioni mediche ricevute"": 3.3, ""Chiarezza delle informazioni amministrative e organizzative"": 2.7, ""Qualità dei pasti"": 2.0, ""Gestione delle visite dei parenti"": 2.0}","{""Ortopedia e Traumatologia"": 1.0, ""Pronto soccorso"": 1.0, ""Radiologia e Diagnostica per Immagini"": 1.0, ""Riabilitazione Cardio-Respiratoria"": 4.0, ""Riabilitazione Ortopedica"": 4.0}"
Presidio Ospedaliero di Sant'Angelo Lodigiano - ASST Lodi,"Strada Provinciale, 19 - 26866
Sant'Angelo Lodigiano (LO)",https://www.micuro.it/strutture/ospedale-delmati,2.9,3.0,19,"Cardiologia, Chirurgia Plastica e Medicina Estetica, Dermatologia, Endocrinologia e Diabetologia, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Neurologica, Riabilitazione Ortopedica","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.0, ""Disponibilità e gentilezza del personale non medico"": 3.0, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.0}","{""Dermatologia"": 1.0, ""Ginecologia"": 1.0}"
Ospedale Sant'Anna di San Fermo della Battaglia - ASST Lariana,"Via Ravona, 20 - 22020
San Fermo della Battaglia (CO)",https://www.micuro.it/strutture/ospedale-sant-anna-san-fermo-battaglia,2.8,11.0,46,"Anatomia Patologica, Cardiologia, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Endocrinologia e Diabetologia, Fisiopatologia della Riproduzione - PMA, Gastroenterologia, Geriatria, Ginecologia, Malattie Infettive e Tropicali, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neurologia d'urgenza e Stroke Unit, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso ginecologico, Pronto soccorso pediatrico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Servizi Territoriali, Terapia Intensiva Neonatale, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.4, ""Pulizia"": 3.3, ""Rispetto della privacy"": 2.9, ""Qualità dell'ospitalità e della struttura"": 2.6, ""Disponibilità e gentilezza del personale medico"": 2.9, ""Disponibilità e gentilezza del personale non medico"": 3.1, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 2.9, ""Qualità dei pasti"": 2.2, ""Gestione delle visite dei parenti"": 2.2}","{""Chirurgia Maxillo Facciale"": 5.0, ""Oncologia"": 4.0, ""Ortopedia e Traumatologia"": 1.0}"
Ospedale G. Casati di Passirana - ASST Rhodense,"Via Settembrini, 1 - 20017
Rho (MI)",https://www.micuro.it/strutture/ospedale-g-casati,2.8,6.0,9,"Cardiologia, Emodialisi, Geriatria, Pneumologia, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Ortopedica, Unità Spinale","{""Da consigliare a parenti e amici"": 2.7, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.3, ""Qualità dell'ospitalità e della struttura"": 2.7, ""Disponibilità e gentilezza del personale medico"": 2.8, ""Disponibilità e gentilezza del personale non medico"": 3.2, ""Chiarezza delle informazioni mediche ricevute"": 2.8, ""Chiarezza delle informazioni amministrative e organizzative"": 2.8, ""Qualità dei pasti"": 2.0, ""Gestione delle visite dei parenti"": 2.4}","{""Emodialisi"": 1.0, ""Pneumologia"": 5.0, ""Riabilitazione Cardio-Respiratoria"": 4.0}"
Presidio Ospedaliero CTO - ASST Gaetano Pini-CTO,"Via Bignami, 1 - 20126
Milano (MI)",https://www.micuro.it/strutture/ospedale-cto-centro-traumatologico-ortopedico,2.6,9.0,19,"Analisi di Laboratorio, Cardiologia, Chirurgia Pediatrica, Chirurgia Vascolare, Chirurgia Vertebrale, Dietologia e Nutrizione Clinica, Lungodegenti, Medicina dei Trapianti, Medicina Sportiva, Neurologia, Ortopedia e Traumatologia, Pneumologia, Pronto soccorso ortopedico, Radiologia e Diagnostica per Immagini, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Servizi Territoriali, Unità Spinale","{""Da consigliare a parenti e amici"": 2.6, ""Pulizia"": 3.0, ""Rispetto della privacy"": 2.8, ""Qualità dell'ospitalità e della struttura"": 2.9, ""Disponibilità e gentilezza del personale medico"": 2.6, ""Disponibilità e gentilezza del personale non medico"": 2.5, ""Chiarezza delle informazioni mediche ricevute"": 2.4, ""Chiarezza delle informazioni amministrative e organizzative"": 2.6, ""Qualità dei pasti"": 2.0, ""Gestione delle visite dei parenti"": 2.4}",{}
IRCCS MultiMedica,"Via Milanese, 300 - 20099
Sesto San Giovanni (MI)",https://www.micuro.it/strutture/istituto-multimedica,2.4,10.0,50,"Allergologia, Analisi di Laboratorio, Anatomia Patologica, Angiologia, Cardiochirurgia, Cardiologia, Check Up, Chirurgia Generale, Chirurgia Maxillo Facciale, Chirurgia Plastica e Medicina Estetica, Chirurgia Toracica, Chirurgia Vascolare, Dermatologia, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Ematologia e Immunoematologia, Emodialisi, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Immunologia, Medicina del Lavoro, Medicina Interna - Generale, Medicina Nucleare, Nefrologia, Neonatologia, Neurochirurgia, Neurologia, Neuropsichiatria Infantile, Oculistica, Oncoematologia, Oncologia, Ortopedia e Traumatologia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Pronto soccorso cardiologico, Pronto soccorso ginecologico, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Radioterapia, Reumatologia, Riabilitazione Cardio-Respiratoria, Riabilitazione Neurologica, Riabilitazione Ortopedica, Senologia, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 2.4, ""Pulizia"": 3.4, ""Rispetto della privacy"": 2.0, ""Qualità dell'ospitalità e della struttura"": 2.2, ""Disponibilità e gentilezza del personale medico"": 2.4, ""Disponibilità e gentilezza del personale non medico"": 3.0, ""Chiarezza delle informazioni mediche ricevute"": 2.1, ""Chiarezza delle informazioni amministrative e organizzative"": 2.3, ""Qualità dei pasti"": 1.7, ""Gestione delle visite dei parenti"": 1.9}","{""Chirurgia Plastica e Medicina Estetica"": 5.0, ""Ortopedia e Traumatologia"": 5.0, ""Pronto soccorso"": 1.0, ""Radioterapia"": 5.0}"
Ospedale Civile di Vigevano - ASST Pavia,"Corso Milano, 19 - 27029
Vigevano (PV)",https://www.micuro.it/strutture/ospedale-civile-di-vigevano,1.6,4.0,29,"Analisi di Laboratorio, Anatomia Patologica, Cardiologia, Chirurgia Generale, Chirurgia Vascolare, Dietologia e Nutrizione Clinica, Elettrofisiologia e Emodinamica, Endocrinologia e Diabetologia, Gastroenterologia, Ginecologia, Medicina Interna - Generale, Nefrologia, Neonatologia, Oculistica, Odontoiatria e Stomatologia, Oncologia, Ortopedia e Traumatologia, Ostetricia, Otorinolaringoiatria, Pediatria, Pneumologia, Pronto soccorso, Psichiatria e Psicologia, Radiologia e Diagnostica per Immagini, Reumatologia, Servizi Territoriali, Terapia Intensiva, Unità Coronarica - Unità Intensiva Cardiologica, Urologia e Andrologia","{""Da consigliare a parenti e amici"": 1.3, ""Pulizia"": 2.5, ""Rispetto della privacy"": 2.0, ""Qualità dell'ospitalità e della struttura"": 1.5, ""Disponibilità e gentilezza del personale medico"": 1.5, ""Disponibilità e gentilezza del personale non medico"": 1.5, ""Chiarezza delle informazioni mediche ricevute"": 1.5, ""Chiarezza delle informazioni amministrative e organizzative"": 1.3, ""Qualità dei pasti"": 1.0, ""Gestione delle visite dei parenti"": 1.8}","{""Ginecologia"": 1.0, ""Ortopedia e Traumatologia"": 2.0}"
